country,sex,year,services_000
cyp,m,1986,72.30000305175781
cyp,f,1986,44.400001525878906
cyp,mf,1987,122.5
cyp,m,1987,75.4000015258789
cyp,f,1987,47.099998474121094
cyp,mf,1988,130.1999969482422
cyp,m,1988,78.19999694824219
cyp,f,1988,52.0
cyp,mf,1989,138.39999389648438
cyp,m,1989,82.9000015258789
cyp,f,1989,55.5
cyp,mf,1990,144.89999389648438
cyp,m,1990,86.4000015258789
cyp,f,1990,58.5
cyp,mf,1991,147.5
cyp,m,1991,87.9000015258789
cyp,f,1991,59.599998474121094
cyp,mf,1992,157.60000610351562
cyp,m,1992,91.0
cyp,f,1992,66.5999984741211
cyp,mf,1993,161.8000030517578
cyp,m,1993,93.30000305175781
cyp,f,1993,68.5999984741211
cyp,mf,1994,170.10000610351562
cyp,m,1994,94.9000015258789
cyp,f,1994,75.19999694824219
cyp,mf,1995,179.5
cyp,m,1995,99.69999694824219
cyp,f,1995,79.80000305175781
cyp,mf,1999,194.6999969482422
cyp,m,1999,102.5999984741211
cyp,f,1999,92.30000305175781
cyp,mf,2000,203.6999969482422
cyp,m,2000,104.30000305175781
cyp,f,2000,99.5
cyp,mf,2001,216.3000030517578
cyp,m,2001,105.80000305175781
cyp,f,2001,110.30000305175781
cyp,mf,2002,221.10000610351562
cyp,m,2002,105.69999694824219
cyp,f,2002,115.30000305175781
cyp,mf,2003,229.8000030517578
cyp,m,2003,107.19999694824219
cyp,f,2003,122.5
cyp,mf,2004,235.8000030517578
cyp,m,2004,111.5
cyp,f,2004,124.5
cyp,mf,2005,243.5
cyp,m,2005,115.0
cyp,f,2005,128.5
cyp,mf,2006,256.70001220703125
cyp,m,2006,121.5999984741211
cyp,f,2006,135.1999969482422
cyp,mf,2007,271.29998779296875
cyp,m,2007,124.4000015258789
cyp,f,2007,146.89999389648438
cyp,mf,2008,273.20001220703125
cyp,m,2008,124.9000015258789
cyp,f,2008,148.3000030517578
cyp,mf,2009,278.79998779296875
cyp,m,2009,124.80000305175781
cyp,f,2009,154.10000610351562
cyp,mf,2010,292.6000061035156
cyp,m,2010,129.89999389648438
cyp,f,2010,162.39999389648438
cyp,mf,2011,293.3999938964844
cyp,m,2011,126.9000015258789
cyp,f,2011,166.6999969482422
cyp,mf,2012,290.5
cyp,m,2012,127.5999984741211
cyp,f,2012,162.89999389648438
cyp,mf,2013,284.5
cyp,m,2013,127.19999694824219
cyp,f,2013,157.3000030517578
cyp,mf,2014,282.70001220703125
cyp,m,2014,122.5
cyp,f,2014,159.8000030517578
cze,mf,1990,2107.0
cze,m,1990,830.0
cze,f,1990,1278.0
cze,mf,1991,2121.0
cze,m,1991,866.0
cze,f,1991,1255.0
cze,mf,1992,2191.0
cze,m,1992,917.0
cze,f,1992,1275.0
cze,mf,1993,2405.0
cze,m,1993,1099.0
cze,f,1993,1307.0
cze,mf,1994,2508.0
cze,m,1994,1147.0
cze,f,1994,1360.0
cze,mf,1995,2557.0
cze,m,1995,1169.0
cze,f,1995,1386.0
cze,mf,1996,2601.0
cze,m,1996,1195.0
cze,f,1996,1405.0
cze,mf,1997,2581.154052734375
cze,m,1997,1152.0030517578125
cze,f,1997,1429.1500244140625
cze,mf,1998,2558.653076171875
cze,m,1998,1147.0439453125
cze,f,1998,1411.6070556640625
cze,mf,1999,2502.800048828125
cze,m,1999,1116.5
cze,f,1999,1386.300048828125
cze,mf,2000,2519.699951171875
cze,m,2000,1123.0999755859375
cze,f,2000,1396.5999755859375
cze,mf,2001,2515.60009765625
cze,m,2001,1130.300048828125
cze,f,2001,1385.199951171875
cze,mf,2002,2556.699951171875
cze,m,2002,1154.5
cze,f,2002,1402.300048828125
cze,mf,2003,2574.60009765625
cze,m,2003,1164.300048828125
cze,f,2003,1410.300048828125
cze,mf,2004,2593.89990234375
cze,m,2004,1178.800048828125
cze,f,2004,1415.300048828125
cze,mf,2005,2652.199951171875
cze,m,2005,1213.699951171875
cze,f,2005,1438.800048828125
cze,mf,2006,2673.300048828125
cze,m,2006,1226.9000244140625
cze,f,2006,1446.5
cze,mf,2007,2718.39990234375
cze,m,2007,1244.5
cze,f,2007,1473.9000244140625
cze,mf,2008,2765.89990234375
cze,m,2008,1269.0
cze,f,2008,1496.4000244140625
cze,mf,2009,2819.39990234375
cze,m,2009,1288.9000244140625
cze,f,2009,1530.0
cze,mf,2010,2821.199951171875
cze,m,2010,1285.4000244140625
cze,f,2010,1535.9000244140625
cze,mf,2011,2796.699951171875
cze,m,2011,1270.0
cze,f,2011,1527.0999755859375
cze,mf,2012,2817.89990234375
cze,m,2012,1269.0
cze,f,2012,1548.800048828125
cze,mf,2013,2868.39990234375
cze,m,2013,1293.800048828125
cze,f,2013,1574.199951171875
cze,mf,2014,2876.89990234375
cze,m,2014,1295.5999755859375
cze,f,2014,1580.5
dnk,mf,1981,1481.300048828125
dnk,m,1981,630.2999877929688
dnk,f,1981,851.0
dnk,mf,1983,1517.5999755859375
dnk,m,1983,652.4000244140625
dnk,f,1983,865.2000122070312
dnk,mf,1984,1653.0999755859375
dnk,m,1984,744.7000122070312
dnk,f,1984,908.5
dnk,mf,1985,1670.0999755859375
dnk,m,1985,747.7000122070312
dnk,f,1985,922.2999877929688
dnk,mf,1986,1747.300048828125
dnk,m,1986,785.7999877929688
dnk,f,1986,961.4000244140625
dnk,mf,1987,1766.4000244140625
dnk,m,1987,784.2999877929688
dnk,f,1987,982.0999755859375
dnk,mf,1988,1799.4000244140625
dnk,m,1988,814.5999755859375
dnk,f,1988,984.5999755859375
dnk,mf,1989,1759.699951171875
dnk,m,1989,795.5
dnk,f,1989,964.0999755859375
dnk,mf,1990,1778.199951171875
dnk,m,1990,793.5999755859375
dnk,f,1990,984.7000122070312
dnk,mf,1991,1754.800048828125
dnk,m,1991,783.2000122070312
dnk,f,1991,971.5
dnk,mf,1992,1782.446044921875
dnk,m,1992,786.416015625
dnk,f,1992,996.031005859375
dnk,mf,1993,1757.31298828125
dnk,m,1993,769.2329711914062
dnk,f,1993,988.0800170898438
dnk,mf,1994,1728.3800048828125
dnk,m,1994,776.0889892578125
dnk,f,1994,952.2919921875
dnk,mf,1995,1779.22998046875
dnk,m,1995,822.8670043945312
dnk,f,1995,956.364013671875
dnk,mf,1996,1825.791015625
dnk,m,1996,851.0440063476562
dnk,f,1996,974.7470092773438
dnk,mf,1997,1865.362060546875
dnk,m,1997,851.8770141601562
dnk,f,1997,1013.4810180664062
dnk,mf,1998,1866.2230224609375
dnk,m,1998,841.6259765625
dnk,f,1998,1024.5999755859375
dnk,mf,1999,1867.4000244140625
dnk,m,1999,842.7000122070312
dnk,f,1999,1024.9000244140625
dnk,mf,2000,1911.4000244140625
dnk,m,2000,845.4000244140625
dnk,f,2000,1059.300048828125
dnk,mf,2001,1900.800048828125
dnk,m,2001,858.5
dnk,f,2001,1042.300048828125
dnk,mf,2002,1975.699951171875
dnk,m,2002,884.2999877929688
dnk,f,2002,1091.4000244140625
dnk,mf,2003,1950.5999755859375
dnk,m,2003,885.9000244140625
dnk,f,2003,1064.800048828125
dnk,mf,2004,1972.9000244140625
dnk,m,2004,883.9000244140625
dnk,f,2004,1083.300048828125
dnk,mf,2005,1974.0
dnk,m,2005,883.5999755859375
dnk,f,2005,1090.5999755859375
dnk,mf,2006,2030.199951171875
dnk,m,2006,906.5999755859375
dnk,f,2006,1123.4000244140625
dnk,mf,2007,2028.0999755859375
dnk,m,2007,914.5999755859375
dnk,f,2007,1113.5999755859375
dnk,mf,2008,2090.0
dnk,m,2008,943.5999755859375
dnk,f,2008,1146.199951171875
dnk,mf,2009,2100.699951171875
dnk,m,2009,945.0999755859375
dnk,f,2009,1155.9000244140625
dnk,mf,2010,2067.0
dnk,m,2010,921.5
dnk,f,2010,1145.5
dnk,mf,2011,2052.199951171875
dnk,m,2011,918.9000244140625
dnk,f,2011,1131.0
dnk,mf,2012,2035.0
dnk,m,2012,915.7999877929688
dnk,f,2012,1119.4000244140625
dnk,mf,2013,2041.0999755859375
dnk,m,2013,915.0999755859375
dnk,f,2013,1126.0999755859375
dnk,mf,2014,2059.39990234375
dnk,m,2014,935.7999877929688
dnk,f,2014,1123.800048828125
dma,mf,1989,10.899999618530273
dma,m,1989,4.800000190734863
dma,f,1989,6.0
dma,mf,1991,10.640000343322754
dma,m,1991,4.78000020980835
dma,f,1991,5.860000133514404
dma,mf,1997,13.829999923706055
dma,m,1997,5.829999923706055
dma,f,1997,8.010000228881836
dma,mf,1999,15.130000114440918
dma,m,1999,7.25
dma,f,1999,7.900000095367432
dma,mf,2001,14.59000015258789
dma,m,2001,6.590000152587891
dma,f,2001,8.0
dom,mf,1991,1274.199951171875
dom,m,1991,799.7999877929688
dom,f,1991,474.29998779296875
dom,mf,1992,1412.199951171875
dom,m,1992,865.5999755859375
dom,f,1992,546.5999755859375
dom,mf,1993,1428.199951171875
dom,m,1993,890.5
dom,f,1993,537.7000122070312
dom,mf,1994,1475.0
dom,m,1994,911.5999755859375
dom,f,1994,563.4000244140625
dom,mf,1995,1471.800048828125
dom,m,1995,891.5999755859375
dom,f,1995,580.0
dom,mf,1996,1365.300048828125
dom,m,1996,809.5
dom,f,1996,555.5
dom,mf,1997,1444.300048828125
dom,m,1997,862.5999755859375
dom,f,1997,583.7999877929688
dom,mf,1998,1640.5999755859375
dom,m,1998,953.7000122070312
dom,f,1998,687.0
dom,mf,1999,1702.800048828125
dom,m,1999,1004.5999755859375
dom,f,1999,698.2999877929688
dom,mf,2000,1817.800048828125
dom,m,2000,1034.300048828125
dom,f,2000,784.4000244140625
dom,mf,2001,1864.199951171875
dom,m,2001,1060.5999755859375
dom,f,2001,806.0999755859375
dom,mf,2002,1954.5999755859375
dom,m,2002,1086.5999755859375
dom,f,2002,869.0
dom,mf,2003,1834.300048828125
dom,m,2003,982.3590087890625
dom,f,2003,851.9420166015625
dom,mf,2004,1876.6910400390625
dom,m,2004,1004.1439819335938
dom,f,2004,872.5469970703125
dom,mf,2005,1926.5860595703125
dom,m,2005,1036.56298828125
dom,f,2005,890.0230102539062
dom,mf,2006,2016.0450439453125
dom,m,2006,1050.1920166015625
dom,f,2006,965.85302734375
dom,mf,2007,2120.64208984375
dom,m,2007,1108.2530517578125
dom,f,2007,1012.3889770507812
dom,mf,2008,2016.0450439453125
dom,m,2008,1050.1920166015625
dom,f,2008,965.85302734375
dom,mf,2009,2120.64208984375
dom,m,2009,1108.2530517578125
dom,f,2009,1012.3889770507812
dom,mf,2010,2393.6669921875
dom,m,2010,1234.0069580078125
dom,f,2010,1159.6600341796875
dom,mf,2011,1664.0810546875
dom,m,2011,1083.0789794921875
dom,f,2011,581.0020141601562
dom,mf,2012,1694.08203125
dom,m,2012,1106.5799560546875
dom,f,2012,587.5020141601562
dom,mf,2013,1719.8089599609375
dom,m,2013,1121.70703125
dom,f,2013,598.1019897460938
dom,mf,2014,1759.2130126953125
dom,m,2014,1144.010009765625
dom,f,2014,615.2030029296875
ecu,mf,1988,1418.3800048828125
ecu,mf,1989,1510.8299560546875
ecu,mf,1990,1568.56005859375
ecu,m,1990,895.9400024414062
ecu,f,1990,672.6400146484375
ecu,mf,1991,1750.489990234375
ecu,m,1991,973.530029296875
ecu,f,1991,776.969970703125
ecu,mf,1992,1860.6300048828125
ecu,m,1992,1017.5399780273438
ecu,f,1992,843.1400146484375
ecu,mf,1993,1795.9000244140625
ecu,m,1993,974.489990234375
ecu,f,1993,821.4099731445312
ecu,mf,1994,1893.9000244140625
ecu,m,1994,1041.25
ecu,f,1994,852.6300048828125
ecu,mf,1995,2077.89990234375
ecu,m,1995,1148.52001953125
ecu,f,1995,929.3900146484375
ecu,mf,1996,2073.4599609375
ecu,m,1996,1153.27001953125
ecu,f,1996,920.2100219726562
ecu,mf,1997,2168.169921875
ecu,m,1997,1215.4200439453125
ecu,f,1997,952.7100219726562
ecu,mf,1998,2243.050048828125
ecu,m,1998,1209.47998046875
ecu,f,1998,1033.6800537109375
ecu,mf,1999,2201.22509765625
ecu,m,1999,1187.7149658203125
ecu,f,1999,1013.5089721679688
ecu,mf,2000,2682.43896484375
ecu,m,2000,1434.77294921875
ecu,f,2000,1247.6650390625
ecu,mf,2001,2911.544921875
ecu,m,2001,1526.3089599609375
ecu,f,2001,1385.2359619140625
ecu,mf,2003,2789.673095703125
ecu,m,2003,1442.803955078125
ecu,f,2003,1346.8680419921875
ecu,mf,2004,3044.513916015625
ecu,m,2004,1568.2850341796875
ecu,f,2004,1476.22802734375
ecu,mf,2005,3102.35009765625
ecu,m,2005,1604.20703125
ecu,f,2005,1498.1429443359375
ecu,mf,2006,3205.73193359375
ecu,m,2006,1652.7769775390625
ecu,f,2006,1552.9549560546875
ecu,mf,2007,3239.782958984375
ecu,m,2007,1641.376953125
ecu,f,2007,1598.405029296875
ecu,mf,2008,3228.35009765625
ecu,m,2008,1615.2039794921875
ecu,f,2008,1613.14697265625
ecu,mf,2009,3228.35009765625
ecu,m,2009,1615.2039794921875
ecu,f,2009,1613.14697265625
ecu,mf,2010,3298.35693359375
ecu,m,2010,1670.9090576171875
ecu,f,2010,1627.447998046875
ecu,mf,2011,3448.1201171875
ecu,m,2011,1767.27099609375
ecu,f,2011,1680.8480224609375
ecu,mf,2012,3533.594970703125
ecu,m,2012,1799.97802734375
ecu,f,2012,1733.615966796875
ecu,mf,2013,3656.0869140625
ecu,m,2013,1889.31298828125
ecu,f,2013,1766.77197265625
egy,mf,1980,3496.199951171875
egy,m,1980,3018.89990234375
egy,f,1980,477.29998779296875
egy,mf,1981,3577.60009765625
egy,m,1981,3048.800048828125
egy,f,1981,528.7999877929688
egy,mf,1982,3799.199951171875
egy,m,1982,3229.199951171875
egy,f,1982,570.0
egy,mf,1983,4167.2001953125
egy,m,1983,3366.5
egy,f,1983,800.7000122070312
egy,mf,1984,4279.2001953125
egy,m,1984,3498.300048828125
egy,f,1984,780.9000244140625
egy,mf,1989,5491.0
egy,m,1989,4348.2998046875
egy,f,1989,1142.699951171875
egy,mf,1990,5756.2001953125
egy,m,1990,4475.7001953125
egy,f,1990,1280.5
egy,mf,1991,6058.10009765625
egy,m,1991,4796.10009765625
egy,f,1991,1262.0
egy,mf,1992,5767.10009765625
egy,m,1992,4589.7001953125
egy,f,1992,1177.4000244140625
egy,mf,1993,6325.2998046875
egy,m,1993,4989.39990234375
egy,f,1993,1335.9000244140625
egy,mf,1994,6602.7998046875
egy,m,1994,5189.60009765625
egy,f,1994,1413.199951171875
egy,mf,1995,6768.7998046875
egy,m,1995,5345.2001953125
egy,f,1995,1423.5999755859375
egy,mf,1996,7030.30517578125
egy,m,1996,5443.671875
egy,f,1996,1586.633056640625
egy,mf,1997,7307.7998046875
egy,m,1997,5757.60107421875
egy,f,1997,1550.199951171875
egy,mf,1998,7757.69921875
egy,m,1998,6093.0
egy,f,1998,1664.699951171875
egy,mf,1999,8160.0
egy,m,1999,6372.60107421875
egy,f,1999,1787.4000244140625
egy,mf,2000,8440.599609375
egy,m,2000,6698.7001953125
egy,f,2000,1741.9000244140625
egy,mf,2001,8809.599609375
egy,m,2001,6954.7001953125
egy,f,2001,1854.9000244140625
egy,mf,2002,9268.900390625
egy,m,2002,7221.298828125
egy,f,2002,2047.5
egy,mf,2003,9127.2001953125
egy,m,2003,7230.39990234375
egy,f,2003,1896.800048828125
egy,mf,2004,9022.599609375
egy,m,2004,7226.2998046875
egy,f,2004,1796.300048828125
egy,mf,2005,9181.099609375
egy,m,2005,7366.39990234375
egy,f,2005,1814.9000244140625
egy,mf,2006,9519.5
egy,m,2006,7554.7998046875
egy,f,2006,1964.699951171875
egy,mf,2007,9995.599609375
egy,m,2007,7806.10009765625
egy,f,2007,2189.199951171875
egy,mf,2008,10196.0
egy,m,2008,8019.0
egy,f,2008,2178.0
egy,mf,2009,10623.5
egy,m,2009,8390.69921875
egy,f,2009,2232.800048828125
egy,mf,2010,11025.7001953125
egy,m,2010,8633.5
egy,f,2010,2392.199951171875
egy,mf,2011,10990.9404296875
egy,m,2011,8609.3447265625
egy,f,2011,2381.596923828125
egy,mf,2012,11342.080078125
egy,m,2012,8687.4384765625
egy,f,2012,2654.64208984375
egy,mf,2013,11490.9697265625
egy,m,2013,8941.96484375
egy,f,2013,2549.0009765625
slv,mf,1980,576.0
slv,m,1980,260.29998779296875
slv,f,1980,315.70001220703125
slv,mf,1985,610.2999877929688
slv,m,1985,295.8999938964844
slv,f,1985,314.3999938964844
slv,mf,1986,201.5
slv,m,1986,116.4000015258789
slv,f,1986,85.19999694824219
slv,mf,1988,453.6000061035156
slv,m,1988,222.10000610351562
slv,f,1988,231.60000610351562
slv,mf,1989,496.29998779296875
slv,m,1989,229.60000610351562
slv,f,1989,266.6000061035156
slv,mf,1990,561.2999877929688
slv,m,1990,264.1000061035156
slv,f,1990,297.29998779296875
slv,mf,1991,542.5999755859375
slv,m,1991,253.8000030517578
slv,f,1991,288.79998779296875
slv,mf,1992,739.2999877929688
slv,m,1992,333.6000061035156
slv,f,1992,405.70001220703125
slv,mf,1994,900.4000244140625
slv,m,1994,408.29998779296875
slv,f,1994,492.1000061035156
slv,mf,1995,921.4000244140625
slv,m,1995,426.0
slv,f,1995,495.3999938964844
slv,mf,1996,965.5999755859375
slv,m,1996,441.70001220703125
slv,f,1996,523.9000244140625
slv,mf,1997,1039.199951171875
slv,m,1997,473.5
slv,f,1997,565.5999755859375
slv,mf,1998,1122.0999755859375
slv,m,1998,516.5999755859375
slv,f,1998,605.5
slv,mf,1999,1183.8050537109375
slv,mf,2000,1199.0030517578125
slv,m,2000,521.5339965820312
slv,f,2000,677.468994140625
slv,mf,2001,1273.197998046875
slv,m,2001,546.0009765625
slv,f,2001,727.197021484375
slv,mf,2002,1278.8719482421875
slv,m,2002,540.43701171875
slv,f,2002,738.4349975585938
slv,mf,2003,1377.634033203125
slv,m,2003,600.2760009765625
slv,f,2003,777.3579711914062
slv,mf,2004,1374.635009765625
slv,m,2004,604.3870239257812
slv,f,2004,770.2479858398438
slv,mf,2005,1420.79296875
slv,m,2005,615.6160278320312
slv,f,2005,805.177001953125
slv,mf,2006,1488.7769775390625
slv,m,2006,623.8499755859375
slv,f,2006,864.927001953125
slv,mf,2007,1239.4620361328125
slv,m,2007,536.8870239257812
slv,f,2007,702.5750122070312
slv,mf,2008,1299.301025390625
slv,m,2008,565.3980102539062
slv,f,2008,733.9030151367188
slv,mf,2009,1382.1219482421875
slv,m,2009,609.8770141601562
slv,f,2009,772.2449951171875
slv,mf,2010,1387.321044921875
slv,m,2010,616.5289916992188
slv,f,2010,770.7919921875
slv,mf,2011,1409.4959716796875
slv,m,2011,643.4400024414062
slv,f,2011,766.0560302734375
slv,mf,2012,1485.6939697265625
slv,m,2012,667.35302734375
slv,f,2012,818.3410034179688
slv,mf,2013,1579.2740478515625
slv,m,2013,707.2930297851562
slv,f,2013,871.9810180664062
gnq,mf,1983,13.699999809265137
gnq,m,1983,11.100000381469727
gnq,f,1983,2.5
est,mf,1989,348.0
est,m,1989,129.8000030517578
est,f,1989,218.10000610351562
est,mf,1990,345.20001220703125
est,m,1990,133.0
est,f,1990,211.89999389648438
est,mf,1991,352.5
est,m,1991,141.60000610351562
est,f,1991,210.89999389648438
est,mf,1992,349.6000061035156
est,m,1992,144.5
est,f,1992,205.0
est,mf,1993,354.70001220703125
est,m,1993,151.39999389648438
est,f,1993,203.10000610351562
est,mf,1994,360.29998779296875
est,m,1994,156.39999389648438
est,f,1994,204.0
est,mf,1995,352.1000061035156
est,m,1995,151.3000030517578
est,f,1995,201.0
est,mf,1996,350.70001220703125
est,m,1996,147.8000030517578
est,f,1996,203.0
est,mf,1997,342.9209899902344
est,m,1997,142.55599975585938
est,f,1997,200.36599731445312
est,mf,1998,351.49700927734375
est,m,1998,144.25799560546875
est,f,1998,207.24000549316406
est,mf,1999,333.70001220703125
est,m,1999,138.3000030517578
est,f,1999,195.3000030517578
est,mf,2000,341.1000061035156
est,m,2000,138.3000030517578
est,f,2000,203.0
est,mf,2001,350.79998779296875
est,m,2001,141.60000610351562
est,f,2001,209.10000610351562
est,mf,2002,361.79998779296875
est,m,2002,147.0
est,f,2002,214.8000030517578
est,mf,2003,364.1000061035156
est,m,2003,149.6999969482422
est,f,2003,214.5
est,mf,2004,352.29998779296875
est,m,2004,141.89999389648438
est,f,2004,210.60000610351562
est,mf,2005,371.20001220703125
est,m,2005,147.39999389648438
est,f,2005,223.8000030517578
est,mf,2006,399.8999938964844
est,m,2006,155.60000610351562
est,f,2006,244.60000610351562
est,mf,2007,395.6000061035156
est,m,2007,149.8000030517578
est,f,2007,246.0
est,mf,2008,380.3999938964844
est,m,2008,149.1999969482422
est,f,2008,231.3000030517578
est,mf,2009,367.8999938964844
est,m,2009,141.3000030517578
est,f,2009,226.6999969482422
est,mf,2010,355.79998779296875
est,m,2010,136.10000610351562
est,f,2010,219.8000030517578
est,mf,2011,364.20001220703125
est,m,2011,140.39999389648438
est,f,2011,223.8000030517578
est,mf,2012,376.79998779296875
est,m,2012,145.89999389648438
est,f,2012,230.89999389648438
est,mf,2013,386.3999938964844
est,m,2013,153.3000030517578
est,f,2013,233.10000610351562
est,mf,2014,392.70001220703125
est,m,2014,160.8000030517578
est,f,2014,231.89999389648438
eth,mf,1994,1979.02294921875
eth,mf,2004,1985.800048828125
eth,m,2004,1048.0
eth,f,2004,937.7999877929688
eth,mf,2005,4126.7001953125
eth,m,2005,1773.800048828125
eth,f,2005,2352.89990234375
eth,mf,2006,2656.300048828125
eth,m,2006,1174.800048828125
eth,f,2006,1482.4000244140625
eth,mf,2011,3517.52294921875
eth,m,2011,1872.5699462890625
eth,f,2011,1644.9510498046875
eth,mf,2012,4026.7939453125
eth,m,2012,2084.5791015625
eth,f,2012,1942.2120361328125
eth,mf,2013,8452.85546875
eth,m,2013,3115.178955078125
eth,f,2013,5337.67578125
fro,mf,2005,18.0
fro,m,2005,8.0
fro,f,2005,10.0
fji,mf,1990,59.29800033569336
fji,m,1990,26.349000930786133
fji,f,1990,32.94900131225586
fji,mf,1993,65.63200378417969
fji,m,1993,45.137001037597656
fji,f,1993,20.451000213623047
fji,mf,1996,73.56600189208984
fji,m,1996,50.4109992980957
fji,f,1996,23.155000686645508
fji,mf,1997,73.9260025024414
fji,m,1997,49.86199951171875
fji,f,1997,24.06399917602539
fji,mf,1998,72.32499694824219
fji,m,1998,48.939998626708984
fji,f,1998,23.385000228881836
fji,mf,1999,71.7249984741211
fji,m,1999,47.527000427246094
fji,f,1999,24.197999954223633
fji,mf,2000,78.41799926757812
fji,m,2000,54.0989990234375
fji,f,2000,24.319000244140625
fji,mf,2003,82.19999694824219
fji,m,2003,52.84000015258789
fji,f,2003,29.360000610351562
fji,mf,2004,82.48999786376953
fji,m,2004,53.48899841308594
fji,f,2004,30.19099998474121
fji,mf,2005,85.21299743652344
fji,m,2005,56.21200180053711
fji,f,2005,29.000999450683594
fji,mf,2006,92.302001953125
fji,m,2006,58.60300064086914
fji,f,2006,33.69900131225586
fji,mf,2007,85.4280014038086
fji,m,2007,54.849998474121094
fji,f,2007,30.577999114990234
fin,mf,1980,1232.0
fin,m,1980,523.0
fin,f,1980,708.0
fin,mf,1981,1253.0
fin,m,1981,519.0
fin,f,1981,734.0
fin,mf,1982,1288.0
fin,m,1982,524.0
fin,f,1982,762.0
fin,mf,1983,1325.0
fin,m,1983,537.0
fin,f,1983,788.0
fin,mf,1984,1362.0
fin,m,1984,557.0
fin,f,1984,805.0
fin,mf,1985,1408.0
fin,m,1985,572.0
fin,f,1985,836.0
fin,mf,1986,1416.0
fin,m,1986,574.0
fin,f,1986,841.0
fin,mf,1987,1446.0
fin,m,1987,592.0
fin,f,1987,853.0
fin,mf,1988,1477.0
fin,m,1988,606.0
fin,f,1988,871.0
fin,mf,1989,1535.0
fin,m,1989,629.0
fin,f,1989,908.0
fin,mf,1990,1542.0
fin,m,1990,631.0
fin,f,1990,912.0
fin,mf,1991,1508.0
fin,m,1991,618.0
fin,f,1991,890.0
fin,mf,1992,1431.0
fin,m,1992,587.0
fin,f,1992,844.0
fin,mf,1993,1361.0
fin,m,1993,563.0
fin,f,1993,798.0
fin,mf,1994,1358.0
fin,m,1994,566.0
fin,f,1994,792.0
fin,mf,1995,1302.093994140625
fin,m,1995,523.6669921875
fin,f,1995,778.427978515625
fin,mf,1996,1326.5479736328125
fin,m,1996,543.2520141601562
fin,f,1996,783.2940063476562
fin,mf,1997,1368.9510498046875
fin,m,1997,561.041015625
fin,f,1997,807.9099731445312
fin,mf,1998,1404.81298828125
fin,m,1998,577.9749755859375
fin,f,1998,826.8359985351562
fin,mf,1999,1525.800048828125
fin,m,1999,627.7999877929688
fin,f,1999,898.0
fin,mf,2000,1546.9000244140625
fin,m,2000,634.2000122070312
fin,f,2000,912.7000122070312
fin,mf,2001,1599.0999755859375
fin,m,2001,659.5
fin,f,2001,939.7000122070312
fin,mf,2002,1609.0999755859375
fin,m,2002,655.2000122070312
fin,f,2002,953.7999877929688
fin,mf,2003,1616.5
fin,m,2003,653.9000244140625
fin,f,2003,962.5
fin,mf,2004,1627.4000244140625
fin,m,2004,663.5999755859375
fin,f,2004,963.7999877929688
fin,mf,2005,1647.699951171875
fin,m,2005,675.5999755859375
fin,f,2005,972.0999755859375
fin,mf,2006,1680.300048828125
fin,m,2006,686.9000244140625
fin,f,2006,993.5
fin,mf,2007,1713.800048828125
fin,m,2007,691.5
fin,f,2007,1022.2999877929688
fin,mf,2008,1751.199951171875
fin,m,2008,708.0
fin,f,2008,1043.199951171875
fin,mf,2009,1728.0
fin,m,2009,693.5999755859375
fin,f,2009,1034.4000244140625
fin,mf,2010,1735.800048828125
fin,m,2010,713.7000122070312
fin,f,2010,1022.0
fin,mf,2011,1761.4000244140625
fin,m,2011,724.2999877929688
fin,f,2011,1036.9000244140625
fin,mf,2012,1769.9000244140625
fin,m,2012,723.0999755859375
fin,f,2012,1046.800048828125
fin,mf,2013,1749.699951171875
fin,m,2013,712.0
fin,f,2013,1037.5999755859375
fin,mf,2014,1757.9000244140625
fin,m,2014,719.5
fin,f,2014,1038.699951171875
fra,mf,1980,12213.099609375
fra,m,1980,6230.2998046875
fra,f,1980,5982.7998046875
fra,mf,1981,12374.7001953125
fra,m,1981,6258.0
fra,f,1981,6116.7001953125
fra,mf,1982,12624.400390625
fra,m,1982,6325.39990234375
fra,f,1982,6298.89990234375
fra,mf,1983,12833.400390625
fra,m,1983,6388.2001953125
fra,f,1983,6445.2001953125
fra,mf,1984,12953.0
fra,m,1984,6402.2001953125
fra,f,1984,6550.7998046875
fra,mf,1985,13151.900390625
fra,m,1985,6459.89990234375
fra,f,1985,6691.89990234375
fra,mf,1986,13403.2001953125
fra,m,1986,6555.39990234375
fra,f,1986,6847.7001953125
fra,mf,1987,13639.099609375
fra,m,1987,6648.2001953125
fra,f,1987,6990.89990234375
fra,mf,1988,13934.5
fra,m,1988,6780.60009765625
fra,f,1988,7153.7998046875
fra,mf,1989,14253.400390625
fra,m,1989,6937.10009765625
fra,f,1989,7316.2001953125
fra,mf,1990,14519.900390625
fra,m,1990,7052.39990234375
fra,f,1990,7467.60009765625
fra,mf,1991,14706.900390625
fra,m,1991,7093.5
fra,f,1991,7613.2998046875
fra,mf,1992,14179.1796875
fra,m,1992,6756.2470703125
fra,f,1992,7422.93115234375
fra,mf,1993,14607.2099609375
fra,m,1993,6917.64013671875
fra,f,1993,7689.57177734375
fra,mf,1994,14663.259765625
fra,m,1994,6941.64892578125
fra,f,1994,7721.60791015625
fra,mf,1995,14925.66015625
fra,m,1995,7034.07421875
fra,f,1995,7891.5869140625
fra,mf,1996,15116.9501953125
fra,m,1996,7071.98388671875
fra,f,1996,8044.9619140625
fra,mf,1997,15102.419921875
fra,m,1997,7059.84423828125
